1stFlrSF,2ndFlrSF,3SsnPorch,AllRooms,Alley,AsphShn,Bath,BedroomAbvGr,BldgType,BsmtBath,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1_ALQ,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType2_ALQ,BsmtFinType2_BLQ,BsmtFinType2_GLQ,BsmtFinType2_LwQ,BsmtFinType2_Rec,BsmtFinType2_Unf,BsmtQual,BsmtUnfSF,CentralAir_Y,Density,Dortmund_Nordstadt,Electrical,EnclosedPorch,ExAsbShng,ExBrkComm,ExBrkFace,ExCBlock,ExCemntBd,ExHdBoard,ExImStucc,ExMetalSd,ExPlywood,ExStone,ExStucco,ExVinylSd,ExWdSdng,ExWdShng,ExterCond,ExterQual,Exterior2nd_Other,Fence_GdPrv,Fence_GdWo,Fence_MnPrv,Fence_MnWw,FireplaceQu,Fireplaces,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Functional,GarageArea,GarageCars,GarageCond,GarageFinish_Fin,GarageFinish_RFn,GarageFinish_Unf,GarageQual,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageYrBlt,GoodNbh,GrLivArea,Heating,HeatingQC,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,Id,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MasVnrArea,MasVnrType,MiscFeature_Gar2,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,MiscVal,MoSold,NearPark,NearRailroad,NearStreet,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RelFirePlaces,RelKitchen,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,SaleCondition,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,VeryGoodNbh,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,SalePrice
1489,0,0,9.0,0,0,2.0,3,1,0.0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1489,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,0,0,0,4,1,0,0,1,0,0,0,0,776,2,3,0,1,0,3,0,1,0,0,0,0,2006.0,1,1489,1,5,0,0,1,0,0,0,0,0,825,1,4,0,1,11216,0,81.0,0,0,20,0.0,0,0,0,0,0,0,6,0,0,0,140,5,8,1,0,0,4,4,0,1,0,0,0,0,1,1,0,2,7,1489,0,0,2006,2006,2006,232600
2084,0,0,9.0,0,0,2.0,2,1,1.0,3,2,1636,0,0,0,1,0,0,0,0,0,0,0,0,1,5,442,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,4,1,0,0,1,0,0,0,0,1220,3,3,1,0,0,3,0,1,0,0,0,0,2007.0,1,2084,1,5,0,0,1,0,0,0,0,0,826,1,5,0,1,14803,0,114.0,0,0,20,816.0,1,0,0,0,0,0,6,1,0,0,45,5,10,1,0,0,4,5,0,0,0,1,0,0,1,1,0,2,7,2078,1,188,2007,2008,2008,385000
784,0,0,6.0,0,0,1.0,2,1,1.0,3,0,784,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,1,2,1,1,116,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978.5061638868744,0,784,1,4,0,1,0,0,0,0,0,0,827,1,4,0,1,6130,0,50.0,0,0,45,0.0,0,0,0,0,0,0,5,0,0,0,0,6,5,1,0,0,0,4,0,1,0,0,0,0,0,0,0,2,5,784,0,0,1924,1950,2008,109500
1434,0,0,8.0,0,0,2.0,3,1,0.0,3,0,20,0,0,0,1,0,0,0,0,0,0,0,0,1,4,1434,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,0,0,0,3,1,0,0,1,0,0,0,0,527,2,3,0,1,0,3,0,1,0,0,0,0,2001.0,0,1434,1,5,0,0,1,0,0,0,0,0,828,1,4,0,1,8529,0,65.0,1,0,20,0.0,0,0,0,0,0,0,4,0,0,0,39,5,7,1,0,0,3,4,0,1,0,0,0,0,0,0,0,2,6,1454,0,290,2001,2001,2009,189000
1160,966,0,9.5,0,0,2.5,3,1,0.5,4,3,249,764,0,0,0,1,0,0,1,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,538,2,3,1,0,0,3,0,1,0,0,0,0,1967.0,0,2126,1,3,0,0,0,0,0,1,0,0,829,1,3,1,2,28698,1,70.04995836802665,1,0,60,0.0,0,0,0,0,0,0,6,0,0,0,0,5,5,1,0,0,0,3,1,0,0,0,0,0,0,0,225,2,7,1013,0,486,1967,1967,2009,185000
520,623,0,6.5,2,0,2.5,2,0,0.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,600,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,480,2,3,0,1,0,3,0,0,0,0,0,1,2005.0,1,1223,1,5,0,0,0,0,0,1,0,0,830,1,4,0,1,2544,0,24.0,0,80,160,0.0,0,0,0,0,0,0,7,0,0,0,166,5,7,1,0,0,0,4,0,1,0,0,0,0,0,0,0,2,4,600,0,0,2005,2005,2006,147400
1392,0,0,7.5,0,0,1.5,3,1,1.0,3,0,1040,0,0,0,0,0,1,0,0,0,0,0,0,1,3,352,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,2,0,1,0,0,0,0,0,458,2,3,0,1,0,3,0,1,0,0,0,0,1957.0,0,1392,1,3,0,0,1,0,0,0,0,0,831,1,3,0,1,11900,1,80.0,1,0,20,387.0,1,0,0,0,0,0,6,0,0,0,0,5,6,1,0,0,8,3,0,1,0,0,0,0,0,0,192,2,6,1392,0,0,1957,1957,2008,166000
520,600,0,6.5,2,0,2.5,2,1,0.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,600,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,480,2,3,0,1,0,3,0,0,0,0,0,1,2005.0,1,1200,1,5,0,0,0,0,0,1,0,0,832,1,4,0,1,3180,0,30.0,0,80,160,0.0,0,0,0,0,0,0,6,0,0,0,166,5,7,1,0,0,0,4,0,1,0,0,0,0,0,0,0,2,4,600,0,0,2005,2005,2006,151000
941,888,0,9.5,0,0,2.5,3,1,1.0,3,0,483,0,0,0,1,0,0,0,0,0,0,0,0,1,4,458,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,0,0,0,3,1,0,0,1,0,0,0,0,613,2,3,0,1,0,3,0,1,0,0,0,0,2003.0,0,1829,1,5,0,0,0,0,0,1,0,0,833,1,4,0,1,9548,1,44.0,1,0,60,223.0,1,0,0,0,0,0,1,0,0,0,39,6,7,1,0,0,3,4,0,1,0,0,0,0,0,0,0,2,7,941,0,192,2003,2003,2010,237000
1516,0,0,7.5,0,0,1.5,3,1,0.0,3,0,196,345,0,0,0,0,1,0,0,1,0,0,0,0,3,975,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,472,2,3,0,1,0,3,0,1,0,0,0,0,1964.0,0,1516,1,3,0,0,1,0,0,0,0,0,834,1,3,0,1,10004,0,100.0,0,0,20,180.0,1,0,0,0,0,0,2,0,0,0,0,6,6,1,0,0,0,3,0,1,0,0,0,0,0,0,152,2,6,1516,0,0,1964,1964,2009,167000
1144,0,0,7.0,0,0,1.0,3,1,1.0,3,0,572,0,0,0,0,0,1,0,0,0,0,0,0,1,3,572,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,456,2,3,0,0,1,3,0,1,0,0,0,0,1961.0,0,1144,1,4,0,0,1,0,0,0,0,0,835,1,3,0,1,7875,0,75.0,0,0,20,136.0,1,0,0,0,0,0,9,0,0,0,0,6,5,1,0,0,0,3,0,1,0,0,0,0,0,0,0,2,6,1144,0,0,1961,1961,2008,139950
1067,0,0,6.0,0,0,2.0,2,1,0.0,3,0,442,0,0,1,0,0,0,0,0,0,0,0,0,1,4,625,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,436,2,3,0,0,1,3,0,1,0,0,0,0,1996.0,0,1067,1,3,0,0,1,0,0,0,0,0,836,1,4,0,1,9600,0,60.0,0,0,20,0.0,0,0,0,0,0,0,2,0,0,0,0,7,4,1,0,0,0,4,0,1,0,0,0,0,0,0,0,2,4,1067,0,290,1950,1995,2010,128000
1559,0,0,6.0,2,0,1.0,2,1,1.0,3,0,338,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1221,1,2,1,1,230,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,812,2,3,0,0,1,3,0,0,0,0,0,1,1948.0,0,1559,1,4,0,0,1,0,0,0,0,0,837,1,3,0,1,8100,0,90.0,0,0,30,0.0,0,0,0,0,0,0,6,0,0,0,116,6,5,1,0,0,0,3,0,1,0,0,0,0,0,0,0,2,5,1559,0,0,1948,1973,2007,153500
483,504,0,6.5,0,0,1.5,2,0,1.0,3,0,330,0,0,1,0,0,0,0,0,0,0,0,0,1,3,153,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,264,1,3,0,0,1,3,0,0,0,0,0,1,1973.0,0,987,1,3,0,0,0,0,0,1,0,0,838,1,3,0,1,1680,0,21.0,0,0,160,158.0,1,0,0,0,0,0,11,0,0,0,0,5,6,1,0,0,0,3,0,1,0,0,0,0,0,0,0,2,5,483,0,0,1973,1973,2008,100000
1099,0,0,7.5,0,0,1.5,3,1,0.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1099,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,352,1,3,0,0,1,3,0,1,0,0,0,0,1999.0,0,1099,1,5,0,0,1,0,0,0,0,0,839,1,4,0,1,9525,0,75.0,0,0,20,0.0,0,0,0,0,0,0,6,0,0,0,0,6,5,1,0,0,0,4,0,1,0,0,0,0,0,0,0,2,6,1099,0,278,1995,2006,2008,144000
768,432,0,7.0,0,0,1.0,3,1,0.0,3,0,352,0,0,1,0,0,0,0,0,0,0,0,0,1,3,416,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,240,1,3,0,0,1,3,0,0,0,0,0,1,1946.0,0,1200,1,5,1,0,0,0,0,0,0,0,840,1,3,0,1,11767,0,70.0,0,0,50,0.0,0,0,0,0,0,0,5,0,0,0,0,6,5,1,0,0,0,3,0,1,0,0,0,0,0,0,0,2,6,768,0,0,1946,1995,2008,130500
810,672,0,9.0,0,0,2.0,4,1,0.0,3,0,156,0,0,1,0,0,0,0,0,0,0,0,0,1,3,516,0,3,0,1,254,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,400,1,3,0,0,1,3,0,0,0,0,0,1,1934.0,0,1482,1,3,0,0,0,0,0,1,0,0,841,1,2,0,1,12155,0,70.04995836802665,1,0,70,0.0,0,0,0,0,0,0,3,0,0,0,0,8,6,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,7,672,0,0,1925,1950,2008,140000
958,581,0,10.0,2,0,2.0,3,1,0.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,650,1,2,1,1,68,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,686,2,3,0,0,1,4,0,0,0,0,0,1,1983.0,0,1539,1,4,0,0,0,0,0,1,0,0,842,1,4,0,1,10440,0,60.0,0,0,70,0.0,0,0,0,0,0,0,6,0,0,0,78,8,5,0,0,0,1,4,0,1,0,0,0,0,0,0,0,2,8,650,0,70,1904,2002,2008,157500
1165,0,0,7.5,0,0,1.5,3,1,1.0,3,3,312,539,0,0,0,0,1,0,1,0,0,0,0,0,3,276,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,490,2,4,0,1,0,4,0,1,0,0,0,0,1966.0,0,1165,1,3,0,0,0,0,0,0,0,1,843,1,3,0,1,9020,0,82.0,0,0,80,183.0,1,0,0,0,0,0,5,0,0,0,129,7,6,1,0,0,0,3,0,1,0,0,0,0,0,0,0,2,6,1127,0,0,1966,1966,2008,174900
1800,0,0,12.0,0,0,2.0,6,0,0.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1800,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978.5061638868744,0,1800,1,5,0,0,1,0,0,0,0,0,844,2,3,0,1,8000,1,80.0,0,0,90,0.0,0,0,0,0,0,0,7,0,0,1,0,4,5,1,0,0,0,6,0,1,0,0,0,0,0,0,0,2,10,1800,0,0,1961,1961,2007,141000
876,540,0,8.5,2,0,1.5,4,1,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,876,1,2,1,1,194,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,4,1,1,0,0,0,0,0,0,720,3,3,0,0,1,3,0,0,0,0,0,1,1949.0,0,1416,1,4,1,0,0,0,0,0,0,0,845,1,3,0,1,12665,0,100.0,1,0,50,0.0,0,0,0,0,0,0,6,0,0,1,0,8,5,1,0,0,4,3,0,1,0,0,0,0,0,0,0,2,7,876,0,418,1915,1950,2008,153900
1701,0,0,8.0,0,0,2.0,3,1,1.0,3,3,1390,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,2,0,1,0,0,0,0,1,611,2,3,1,0,0,3,0,0,1,0,0,0,1975.0,0,1701,1,3,0,0,0,0,0,0,1,0,846,1,3,0,1,16647,1,70.04995836802665,1,0,85,0.0,0,0,0,0,0,0,1,0,1,0,0,5,5,1,0,0,6,3,0,1,0,0,0,0,0,0,0,2,6,1390,0,0,1975,1981,2007,171000
1006,769,0,9.5,0,0,2.5,3,1,1.0,3,0,513,0,1,0,0,0,0,0,0,0,0,0,0,1,4,227,1,1,0,1,192,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,1,0,0,1,0,0,0,0,425,2,3,0,0,1,3,0,1,0,0,0,0,1993.0,0,1775,1,5,0,0,0,0,0,1,0,0,847,1,4,0,1,9317,0,75.0,0,0,60,137.0,1,0,0,0,0,0,7,0,0,0,72,5,7,1,0,0,3,4,0,1,0,0,0,0,0,0,0,2,7,740,0,234,1993,1993,2009,213000
864,0,0,6.0,0,0,1.0,3,1,1.0,3,2,460,0,0,1,0,0,0,0,0,0,0,0,0,1,3,404,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,2,1,0,1,0,0,0,0,0,338,1,3,0,0,1,3,0,1,0,0,0,0,1972.0,0,864,1,5,0,0,1,0,0,0,0,0,848,1,3,0,1,15523,1,36.0,1,0,20,0.0,0,0,0,0,0,0,8,0,0,0,0,6,5,1,0,0,2,3,0,1,0,0,0,0,0,0,0,2,5,864,0,0,1972,1972,2009,133500
1307,1051,0,13.0,0,0,3.0,5,1,0.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,907,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,4,1,1,0,0,0,0,0,0,360,2,3,0,0,1,2,0,0,0,0,0,1,1908.0,0,2358,1,3,1,0,0,0,0,0,0,0,849,1,3,1,1,45600,0,75.0,1,0,50,0.0,0,0,0,0,0,0,9,0,0,0,40,8,6,1,0,0,4,3,0,1,0,0,0,0,0,0,175,2,10,907,0,486,1908,1997,2008,240000
1094,761,0,9.5,0,0,2.5,3,1,0.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,528,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,0,0,0,0,0,3,1,0,1,0,0,0,0,0,512,2,3,0,1,0,3,0,1,0,0,0,0,1976.0,1,1855,1,5,0,0,0,0,0,0,0,1,850,1,3,0,1,9600,1,80.0,0,0,80,360.0,1,0,0,0,0,0,8,0,0,1,100,7,6,1,0,0,3,3,0,0,0,1,0,0,0,0,0,2,7,528,0,113,1976,1994,2007,187000
848,0,0,4.0,0,0,1.0,1,1,1.0,3,2,659,0,0,0,1,0,0,0,0,0,0,0,0,1,4,189,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,420,2,3,1,0,0,3,0,1,0,0,0,0,2003.0,0,848,1,5,0,0,1,0,0,0,0,0,851,1,4,0,1,4435,0,36.0,0,0,120,170.0,1,0,0,0,0,0,11,0,0,0,0,5,6,1,0,0,0,4,0,1,0,0,0,0,0,0,0,2,3,848,0,140,2003,2003,2007,131500
1456,0,0,9.0,0,0,2.0,2,1,0.0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1273,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,0,0,0,3,1,0,0,1,0,0,0,0,400,2,3,1,0,0,3,0,1,0,0,0,0,2003.0,0,1456,1,5,0,0,1,0,0,0,0,0,852,1,4,0,1,3196,0,70.04995836802665,0,0,120,40.0,1,0,0,0,0,0,5,0,0,0,20,5,8,1,0,0,3,4,0,1,0,0,0,0,0,0,0,2,7,1273,0,143,2003,2003,2006,215000
918,728,0,9.0,0,0,2.0,4,1,0.0,3,0,364,0,0,0,0,0,1,0,0,0,0,0,0,1,3,554,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,0,0,0,1,0,4,2,0,1,0,0,0,0,0,240,1,3,0,0,1,3,0,0,0,0,0,1,1941.0,0,1646,1,4,0,0,0,0,1,0,0,0,853,1,3,0,1,7128,0,53.0,0,0,75,0.0,0,0,0,0,0,0,8,0,0,0,0,5,7,1,0,0,8,3,0,1,0,0,0,0,0,0,126,2,7,918,0,0,1941,1950,2007,164000
1445,0,0,8.5,0,0,1.5,3,1,0.0,3,3,564,0,0,0,0,0,1,0,0,0,0,0,0,1,3,563,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,3,0,0,0,1,0,2,1,0,1,0,0,0,0,0,645,2,3,0,1,0,3,0,1,0,0,0,0,1964.0,0,1445,1,3,0,0,0,0,0,0,0,1,854,1,3,0,1,12095,1,70.04995836802665,1,0,80,115.0,1,0,0,0,0,0,8,0,0,0,0,6,6,1,0,0,2,3,0,1,0,0,0,0,0,0,0,2,7,1127,0,180,1964,1964,2009,158000
1779,0,0,7.5,0,0,1.5,3,1,1.0,3,1,306,1085,1,0,0,0,0,0,0,0,0,0,1,0,3,372,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,3,0,0,0,0,0,4,1,0,1,0,0,0,0,0,454,2,3,0,0,1,3,0,1,0,0,0,0,1955.0,0,1779,1,3,0,0,1,0,0,0,0,0,855,1,3,0,1,17920,0,102.0,0,0,20,0.0,0,0,0,0,0,0,7,0,0,0,418,4,5,1,0,0,4,3,0,0,0,1,0,0,0,0,312,2,6,1763,0,0,1955,1974,2006,170000
1040,0,0,7.5,0,0,1.5,3,1,1.0,3,0,659,0,1,0,0,0,0,0,0,0,0,0,0,1,3,381,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,260,1,3,0,0,1,3,0,0,0,0,0,1,1962.0,0,1040,1,5,0,0,1,0,0,0,0,0,856,1,3,0,1,6897,1,70.04995836802665,1,0,20,0.0,0,0,0,0,0,0,4,0,0,0,104,8,5,1,0,0,0,3,0,1,0,0,0,0,0,0,0,2,6,1040,0,0,1962,2010,2010,127000
1026,0,0,6.0,0,0,1.0,3,1,1.0,4,3,505,435,0,0,1,0,0,0,0,0,0,1,0,0,4,0,1,1,0,1,34,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,576,2,2,0,0,1,3,0,0,0,0,0,1,1981.0,0,1026,1,3,0,0,0,0,0,0,0,1,857,1,3,1,2,10970,0,70.04995836802665,1,0,80,0.0,0,0,0,0,0,0,10,0,0,0,0,6,6,1,0,0,0,3,0,1,0,0,0,0,0,0,0,2,5,940,0,0,1978,1978,2008,147000
702,779,0,8.5,0,0,2.5,3,1,0.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,702,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,1,0,0,1,0,0,0,0,343,2,3,1,0,0,3,0,1,0,0,0,0,1994.0,0,1481,1,4,0,0,0,0,0,1,0,0,858,1,3,0,1,8125,0,65.0,0,0,60,0.0,0,0,0,0,0,0,3,0,0,0,36,5,6,1,0,0,3,3,0,1,0,0,0,0,0,0,0,2,6,702,0,0,1994,1995,2009,174000
1370,0,0,8.0,0,0,2.0,3,1,0.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1090,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,3,1,0,1,0,0,0,0,0,479,2,3,0,1,0,3,0,1,0,0,0,0,1976.0,0,1370,1,3,0,0,1,0,0,0,0,0,859,1,3,0,1,10400,0,80.0,0,0,20,189.0,1,0,0,0,0,0,6,0,0,0,0,5,7,1,0,0,3,3,0,1,0,0,0,0,0,0,0,2,6,1090,0,0,1976,1976,2009,152000
1512,1142,0,11.5,0,0,2.5,4,1,1.0,3,1,619,0,0,1,0,0,0,0,0,0,0,0,0,1,3,435,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,1,0,1,0,0,0,0,0,619,2,3,0,0,1,3,0,1,0,0,0,0,1968.0,0,2654,1,3,0,0,0,0,0,1,0,0,860,1,4,0,1,11029,1,70.04995836802665,1,0,60,220.0,1,0,0,0,0,0,8,1,0,0,65,7,6,1,0,0,4,4,0,1,0,0,0,0,0,0,222,2,9,1054,0,0,1968,1984,2006,250000
912,514,0,8.5,0,0,1.5,3,1,0.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,912,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,0,1,0,0,0,4,1,1,0,0,0,0,0,0,216,1,3,0,0,1,3,0,0,0,0,0,1,1925.0,0,1426,1,4,1,0,0,0,0,0,0,0,861,1,4,0,1,7642,1,55.0,0,0,50,0.0,0,0,0,0,0,0,6,0,0,0,240,8,7,1,0,0,4,4,0,1,0,0,0,0,0,0,0,2,7,912,0,0,1918,1998,2007,189950
1039,0,0,7.5,0,0,1.5,3,0,1.0,3,1,841,0,0,1,0,0,0,0,0,0,0,0,0,1,3,198,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,504,2,3,0,0,1,3,0,1,0,0,0,0,1965.0,0,1039,1,5,0,0,1,0,0,0,0,0,862,1,3,0,1,11625,0,75.0,0,0,190,0.0,0,0,0,0,0,0,4,0,0,0,0,4,5,1,0,0,0,3,0,0,0,1,0,0,0,0,0,2,6,1039,0,0,1965,1965,2010,131500
1097,0,0,8.0,0,0,2.0,3,1,0.0,3,0,338,0,0,0,1,0,0,0,0,0,0,0,0,1,4,702,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,480,2,3,0,0,1,3,0,1,0,0,0,0,1986.0,0,1097,1,3,0,0,1,0,0,0,0,0,863,1,3,0,1,9672,1,81.0,0,0,20,0.0,0,0,0,0,0,0,5,0,0,0,0,5,6,1,0,0,0,3,0,0,0,1,0,0,0,0,0,2,6,1040,0,0,1984,1985,2010,152000
1148,0,0,7.0,0,0,1.0,3,1,1.0,3,0,1148,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,672,1,3,0,0,1,3,0,1,0,0,0,0,1959.0,0,1148,1,3,0,0,1,0,0,0,0,0,864,1,3,0,1,7931,0,70.0,0,0,20,0.0,0,0,0,0,0,0,7,0,0,0,0,5,5,1,0,0,0,3,0,0,0,1,0,0,0,0,0,2,6,1148,0,0,1959,1959,2009,132500
1372,0,0,8.0,0,0,2.0,3,1,0.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,1372,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,529,2,3,1,0,0,3,0,1,0,0,0,0,2008.0,1,1372,1,5,0,0,1,0,0,0,0,0,865,1,4,0,1,8640,0,72.0,0,0,20,0.0,0,0,0,0,0,0,5,0,0,0,140,5,7,1,0,0,0,4,0,1,0,0,0,0,1,1,0,2,6,1372,0,0,2007,2008,2008,250580
1002,0,0,6.0,0,0,1.0,3,1,1.0,3,0,828,0,0,1,0,0,0,0,0,0,0,0,0,1,3,174,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,902,2,3,0,0,1,3,0,0,0,0,0,1,1973.0,0,1002,1,3,0,0,1,0,0,0,0,0,866,1,3,0,1,8750,0,70.04995836802665,1,0,20,76.0,1,0,0,0,0,0,8,0,0,0,0,6,5,1,0,0,0,3,0,1,0,0,0,0,0,0,0,2,5,1002,0,0,1970,1970,2009,148500
1646,0,0,8.0,0,0,2.0,3,1,0.0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1638,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,0,0,0,4,1,0,0,1,0,0,0,0,870,3,3,0,1,0,3,0,1,0,0,0,0,2007.0,1,1646,1,5,0,0,1,0,0,0,0,0,867,1,4,1,1,10656,0,67.0,1,0,20,274.0,1,0,0,0,0,0,11,0,0,0,80,5,8,1,0,0,4,4,0,1,0,0,0,0,1,1,0,2,6,1638,0,192,2006,2007,2007,248900
