,Anfangswert 0,Anfangswert 237,Anfangswert 474,Anfangswert 711,Anfangswert 948,Anfangswert 1185,Anfangswert 1422,Anfangswert 1659,Anfangswert 1896,Anfangswert 2133,Anfangswert 2370,Anfangswert 2607,Anfangswert 2844,Anfangswert 3081,Anfangswert 3318,Anfangswert 3555,Anfangswert 3792,Anfangswert 4029,Anfangswert 4266,Anfangswert 4503,Anfangswert 4740,Anfangswert 4977,Anfangswert 5214,Anfangswert 5451,Anfangswert 5688,Anfangswert 5925,Anfangswert 6162,Anfangswert 6399,Anfangswert 6636,Anfangswert 6873,Anfangswert 7110,Anfangswert 7347,Anfangswert 7584,Anfangswert 7821,Anfangswert 8058,Anfangswert 8295,Anfangswert 8532,Anfangswert 8769,Anfangswert 9006,Anfangswert 9243,Anfangswert 9480,Anfangswert 9717,Anfangswert 9954
3701,0.0656,0.0093,0.953,0.8967,0.8404,0.7841,0.7278,0.6715,0.6152,0.5589,0.5026,0.4463,0.39,0.3337,0.2774,0.2211,0.1648,0.1085,0.0522,0.9959,0.9396,0.8833,0.827,0.7707,0.7144,0.6581,0.6018,0.5455,0.4892,0.4329,0.3766,0.3203,0.264,0.2077,0.1514,0.0951,0.0388,0.9825,0.9262,0.8699,0.8136,0.7573,0.701
3702,0.3712,0.2349,0.0986,0.9623,0.826,0.6897,0.5534,0.4171,0.2808,0.1445,0.0082,0.8719,0.7356,0.5993,0.463,0.3267,0.1904,0.0541,0.9178,0.7815,0.6452,0.5089,0.3726,0.2363,0.1,0.9637,0.8274,0.6911,0.5548,0.4185,0.2822,0.1459,0.0096,0.8733,0.737,0.6007,0.4644,0.3281,0.1918,0.0555,0.9192,0.7829,0.6466
3703,0.6368,0.4205,0.2042,0.9879,0.7716,0.5553,0.339,0.1227,0.9064,0.6901,0.4738,0.2575,0.0412,0.8249,0.6086,0.3923,0.176,0.9597,0.7434,0.5271,0.3108,0.0945,0.8782,0.6619,0.4456,0.2293,0.013,0.7967,0.5804,0.3641,0.1478,0.9315,0.7152,0.4989,0.2826,0.0663,0.85,0.6337,0.4174,0.2011,0.9848,0.7685,0.5522
3704,0.8624,0.5661,0.2698,0.9735,0.6772,0.3809,0.0846,0.7883,0.492,0.1957,0.8994,0.6031,0.3068,0.0105,0.7142,0.4179,0.1216,0.8253,0.529,0.2327,0.9364,0.6401,0.3438,0.0475,0.7512,0.4549,0.1586,0.8623,0.566,0.2697,0.9734,0.6771,0.3808,0.0845,0.7882,0.4919,0.1956,0.8993,0.603,0.3067,0.0104,0.7141,0.4178
3705,0.048,0.6717,0.2954,0.9191,0.5428,0.1665,0.7902,0.4139,0.0376,0.6613,0.285,0.9087,0.5324,0.1561,0.7798,0.4035,0.0272,0.6509,0.2746,0.8983,0.522,0.1457,0.7694,0.3931,0.0168,0.6405,0.2642,0.8879,0.5116,0.1353,0.759,0.3827,0.0064,0.6301,0.2538,0.8775,0.5012,0.1249,0.7486,0.3723,0.996,0.6197,0.2434
3706,0.1936,0.7373,0.281,0.8247,0.3684,0.9121,0.4558,0.9995,0.5432,0.0869,0.6306,0.1743,0.718,0.2617,0.8054,0.3491,0.8928,0.4365,0.9802,0.5239,0.0676,0.6113,0.155,0.6987,0.2424,0.7861,0.3298,0.8735,0.4172,0.9609,0.5046,0.0483,0.592,0.1357,0.6794,0.2231,0.7668,0.3105,0.8542,0.3979,0.9416,0.4853,0.029
3707,0.2992,0.7629,0.2266,0.6903,0.154,0.6177,0.0814,0.5451,0.0088,0.4725,0.9362,0.3999,0.8636,0.3273,0.791,0.2547,0.7184,0.1821,0.6458,0.1095,0.5732,0.0369,0.5006,0.9643,0.428,0.8917,0.3554,0.8191,0.2828,0.7465,0.2102,0.6739,0.1376,0.6013,0.065,0.5287,0.9924,0.4561,0.9198,0.3835,0.8472,0.3109,0.7746
3708,0.3648,0.7485,0.1322,0.5159,0.8996,0.2833,0.667,0.0507,0.4344,0.8181,0.2018,0.5855,0.9692,0.3529,0.7366,0.1203,0.504,0.8877,0.2714,0.6551,0.0388,0.4225,0.8062,0.1899,0.5736,0.9573,0.341,0.7247,0.1084,0.4921,0.8758,0.2595,0.6432,0.0269,0.4106,0.7943,0.178,0.5617,0.9454,0.3291,0.7128,0.0965,0.4802
3709,0.3904,0.6941,0.9978,0.3015,0.6052,0.9089,0.2126,0.5163,0.82,0.1237,0.4274,0.7311,0.0348,0.3385,0.6422,0.9459,0.2496,0.5533,0.857,0.1607,0.4644,0.7681,0.0718,0.3755,0.6792,0.9829,0.2866,0.5903,0.894,0.1977,0.5014,0.8051,0.1088,0.4125,0.7162,0.0199,0.3236,0.6273,0.931,0.2347,0.5384,0.8421,0.1458
3710,0.376,0.5997,0.8234,0.0471,0.2708,0.4945,0.7182,0.9419,0.1656,0.3893,0.613,0.8367,0.0604,0.2841,0.5078,0.7315,0.9552,0.1789,0.4026,0.6263,0.85,0.0737,0.2974,0.5211,0.7448,0.9685,0.1922,0.4159,0.6396,0.8633,0.087,0.3107,0.5344,0.7581,0.9818,0.2055,0.4292,0.6529,0.8766,0.1003,0.324,0.5477,0.7714
3711,0.3216,0.4653,0.609,0.7527,0.8964,0.0401,0.1838,0.3275,0.4712,0.6149,0.7586,0.9023,0.046,0.1897,0.3334,0.4771,0.6208,0.7645,0.9082,0.0519,0.1956,0.3393,0.483,0.6267,0.7704,0.9141,0.0578,0.2015,0.3452,0.4889,0.6326,0.7763,0.92,0.0637,0.2074,0.3511,0.4948,0.6385,0.7822,0.9259,0.0696,0.2133,0.357
3712,0.2272,0.2909,0.3546,0.4183,0.482,0.5457,0.6094,0.6731,0.7368,0.8005,0.8642,0.9279,0.9916,0.0553,0.119,0.1827,0.2464,0.3101,0.3738,0.4375,0.5012,0.5649,0.6286,0.6923,0.756,0.8197,0.8834,0.9471,0.0108,0.0745,0.1382,0.2019,0.2656,0.3293,0.393,0.4567,0.5204,0.5841,0.6478,0.7115,0.7752,0.8389,0.9026
3713,0.0928,0.0765,0.0602,0.0439,0.0276,0.0113,0.995,0.9787,0.9624,0.9461,0.9298,0.9135,0.8972,0.8809,0.8646,0.8483,0.832,0.8157,0.7994,0.7831,0.7668,0.7505,0.7342,0.7179,0.7016,0.6853,0.669,0.6527,0.6364,0.6201,0.6038,0.5875,0.5712,0.5549,0.5386,0.5223,0.506,0.4897,0.4734,0.4571,0.4408,0.4245,0.4082
3714,0.9184,0.8221,0.7258,0.6295,0.5332,0.4369,0.3406,0.2443,0.148,0.0517,0.9554,0.8591,0.7628,0.6665,0.5702,0.4739,0.3776,0.2813,0.185,0.0887,0.9924,0.8961,0.7998,0.7035,0.6072,0.5109,0.4146,0.3183,0.222,0.1257,0.0294,0.9331,0.8368,0.7405,0.6442,0.5479,0.4516,0.3553,0.259,0.1627,0.0664,0.9701,0.8738
3715,0.704,0.5277,0.3514,0.1751,0.9988,0.8225,0.6462,0.4699,0.2936,0.1173,0.941,0.7647,0.5884,0.4121,0.2358,0.0595,0.8832,0.7069,0.5306,0.3543,0.178,0.0017,0.8254,0.6491,0.4728,0.2965,0.1202,0.9439,0.7676,0.5913,0.415,0.2387,0.0624,0.8861,0.7098,0.5335,0.3572,0.1809,0.0046,0.8283,0.652,0.4757,0.2994
3716,0.4496,0.1933,0.937,0.6807,0.4244,0.1681,0.9118,0.6555,0.3992,0.1429,0.8866,0.6303,0.374,0.1177,0.8614,0.6051,0.3488,0.0925,0.8362,0.5799,0.3236,0.0673,0.811,0.5547,0.2984,0.0421,0.7858,0.5295,0.2732,0.0169,0.7606,0.5043,0.248,0.9917,0.7354,0.4791,0.2228,0.9665,0.7102,0.4539,0.1976,0.9413,0.685
3717,0.1552,0.8189,0.4826,0.1463,0.81,0.4737,0.1374,0.8011,0.4648,0.1285,0.7922,0.4559,0.1196,0.7833,0.447,0.1107,0.7744,0.4381,0.1018,0.7655,0.4292,0.0929,0.7566,0.4203,0.084,0.7477,0.4114,0.0751,0.7388,0.4025,0.0662,0.7299,0.3936,0.0573,0.721,0.3847,0.0484,0.7121,0.3758,0.0395,0.7032,0.3669,0.0306
3718,0.8208,0.4045,0.9882,0.5719,0.1556,0.7393,0.323,0.9067,0.4904,0.0741,0.6578,0.2415,0.8252,0.4089,0.9926,0.5763,0.16,0.7437,0.3274,0.9111,0.4948,0.0785,0.6622,0.2459,0.8296,0.4133,0.997,0.5807,0.1644,0.7481,0.3318,0.9155,0.4992,0.0829,0.6666,0.2503,0.834,0.4177,0.0014,0.5851,0.1688,0.7525,0.3362
3719,0.4464,0.9501,0.4538,0.9575,0.4612,0.9649,0.4686,0.9723,0.476,0.9797,0.4834,0.9871,0.4908,0.9945,0.4982,0.0019,0.5056,0.0093,0.513,0.0167,0.5204,0.0241,0.5278,0.0315,0.5352,0.0389,0.5426,0.0463,0.55,0.0537,0.5574,0.0611,0.5648,0.0685,0.5722,0.0759,0.5796,0.0833,0.587,0.0907,0.5944,0.0981,0.6018
3720,0.032,0.4557,0.8794,0.3031,0.7268,0.1505,0.5742,0.9979,0.4216,0.8453,0.269,0.6927,0.1164,0.5401,0.9638,0.3875,0.8112,0.2349,0.6586,0.0823,0.506,0.9297,0.3534,0.7771,0.2008,0.6245,0.0482,0.4719,0.8956,0.3193,0.743,0.1667,0.5904,0.0141,0.4378,0.8615,0.2852,0.7089,0.1326,0.5563,0.98,0.4037,0.8274
3721,0.5776,0.9213,0.265,0.6087,0.9524,0.2961,0.6398,0.9835,0.3272,0.6709,0.0146,0.3583,0.702,0.0457,0.3894,0.7331,0.0768,0.4205,0.7642,0.1079,0.4516,0.7953,0.139,0.4827,0.8264,0.1701,0.5138,0.8575,0.2012,0.5449,0.8886,0.2323,0.576,0.9197,0.2634,0.6071,0.9508,0.2945,0.6382,0.9819,0.3256,0.6693,0.013
3722,0.0832,0.3469,0.6106,0.8743,0.138,0.4017,0.6654,0.9291,0.1928,0.4565,0.7202,0.9839,0.2476,0.5113,0.775,0.0387,0.3024,0.5661,0.8298,0.0935,0.3572,0.6209,0.8846,0.1483,0.412,0.6757,0.9394,0.2031,0.4668,0.7305,0.9942,0.2579,0.5216,0.7853,0.049,0.3127,0.5764,0.8401,0.1038,0.3675,0.6312,0.8949,0.1586
3723,0.5488,0.7325,0.9162,0.0999,0.2836,0.4673,0.651,0.8347,0.0184,0.2021,0.3858,0.5695,0.7532,0.9369,0.1206,0.3043,0.488,0.6717,0.8554,0.0391,0.2228,0.4065,0.5902,0.7739,0.9576,0.1413,0.325,0.5087,0.6924,0.8761,0.0598,0.2435,0.4272,0.6109,0.7946,0.9783,0.162,0.3457,0.5294,0.7131,0.8968,0.0805,0.2642
3724,0.9744,0.0781,0.1818,0.2855,0.3892,0.4929,0.5966,0.7003,0.804,0.9077,0.0114,0.1151,0.2188,0.3225,0.4262,0.5299,0.6336,0.7373,0.841,0.9447,0.0484,0.1521,0.2558,0.3595,0.4632,0.5669,0.6706,0.7743,0.878,0.9817,0.0854,0.1891,0.2928,0.3965,0.5002,0.6039,0.7076,0.8113,0.915,0.0187,0.1224,0.2261,0.3298
3725,0.36,0.3837,0.4074,0.4311,0.4548,0.4785,0.5022,0.5259,0.5496,0.5733,0.597,0.6207,0.6444,0.6681,0.6918,0.7155,0.7392,0.7629,0.7866,0.8103,0.834,0.8577,0.8814,0.9051,0.9288,0.9525,0.9762,0.9999,0.0236,0.0473,0.071,0.0947,0.1184,0.1421,0.1658,0.1895,0.2132,0.2369,0.2606,0.2843,0.308,0.3317,0.3554
3726,0.7056,0.6493,0.593,0.5367,0.4804,0.4241,0.3678,0.3115,0.2552,0.1989,0.1426,0.0863,0.03,0.9737,0.9174,0.8611,0.8048,0.7485,0.6922,0.6359,0.5796,0.5233,0.467,0.4107,0.3544,0.2981,0.2418,0.1855,0.1292,0.0729,0.0166,0.9603,0.904,0.8477,0.7914,0.7351,0.6788,0.6225,0.5662,0.5099,0.4536,0.3973,0.341
3727,0.0112,0.8749,0.7386,0.6023,0.466,0.3297,0.1934,0.0571,0.9208,0.7845,0.6482,0.5119,0.3756,0.2393,0.103,0.9667,0.8304,0.6941,0.5578,0.4215,0.2852,0.1489,0.0126,0.8763,0.74,0.6037,0.4674,0.3311,0.1948,0.0585,0.9222,0.7859,0.6496,0.5133,0.377,0.2407,0.1044,0.9681,0.8318,0.6955,0.5592,0.4229,0.2866
3728,0.2768,0.0605,0.8442,0.6279,0.4116,0.1953,0.979,0.7627,0.5464,0.3301,0.1138,0.8975,0.6812,0.4649,0.2486,0.0323,0.816,0.5997,0.3834,0.1671,0.9508,0.7345,0.5182,0.3019,0.0856,0.8693,0.653,0.4367,0.2204,0.0041,0.7878,0.5715,0.3552,0.1389,0.9226,0.7063,0.49,0.2737,0.0574,0.8411,0.6248,0.4085,0.1922
3729,0.5024,0.2061,0.9098,0.6135,0.3172,0.0209,0.7246,0.4283,0.132,0.8357,0.5394,0.2431,0.9468,0.6505,0.3542,0.0579,0.7616,0.4653,0.169,0.8727,0.5764,0.2801,0.9838,0.6875,0.3912,0.0949,0.7986,0.5023,0.206,0.9097,0.6134,0.3171,0.0208,0.7245,0.4282,0.1319,0.8356,0.5393,0.243,0.9467,0.6504,0.3541,0.0578
3730,0.688,0.3117,0.9354,0.5591,0.1828,0.8065,0.4302,0.0539,0.6776,0.3013,0.925,0.5487,0.1724,0.7961,0.4198,0.0435,0.6672,0.2909,0.9146,0.5383,0.162,0.7857,0.4094,0.0331,0.6568,0.2805,0.9042,0.5279,0.1516,0.7753,0.399,0.0227,0.6464,0.2701,0.8938,0.5175,0.1412,0.7649,0.3886,0.0123,0.636,0.2597,0.8834
3731,0.8336,0.3773,0.921,0.4647,0.0084,0.5521,0.0958,0.6395,0.1832,0.7269,0.2706,0.8143,0.358,0.9017,0.4454,0.9891,0.5328,0.0765,0.6202,0.1639,0.7076,0.2513,0.795,0.3387,0.8824,0.4261,0.9698,0.5135,0.0572,0.6009,0.1446,0.6883,0.232,0.7757,0.3194,0.8631,0.4068,0.9505,0.4942,0.0379,0.5816,0.1253,0.669
3732,0.9392,0.4029,0.8666,0.3303,0.794,0.2577,0.7214,0.1851,0.6488,0.1125,0.5762,0.0399,0.5036,0.9673,0.431,0.8947,0.3584,0.8221,0.2858,0.7495,0.2132,0.6769,0.1406,0.6043,0.068,0.5317,0.9954,0.4591,0.9228,0.3865,0.8502,0.3139,0.7776,0.2413,0.705,0.1687,0.6324,0.0961,0.5598,0.0235,0.4872,0.9509,0.4146
3733,0.0048,0.3885,0.7722,0.1559,0.5396,0.9233,0.307,0.6907,0.0744,0.4581,0.8418,0.2255,0.6092,0.9929,0.3766,0.7603,0.144,0.5277,0.9114,0.2951,0.6788,0.0625,0.4462,0.8299,0.2136,0.5973,0.981,0.3647,0.7484,0.1321,0.5158,0.8995,0.2832,0.6669,0.0506,0.4343,0.818,0.2017,0.5854,0.9691,0.3528,0.7365,0.1202
3734,0.0304,0.3341,0.6378,0.9415,0.2452,0.5489,0.8526,0.1563,0.46,0.7637,0.0674,0.3711,0.6748,0.9785,0.2822,0.5859,0.8896,0.1933,0.497,0.8007,0.1044,0.4081,0.7118,0.0155,0.3192,0.6229,0.9266,0.2303,0.534,0.8377,0.1414,0.4451,0.7488,0.0525,0.3562,0.6599,0.9636,0.2673,0.571,0.8747,0.1784,0.4821,0.7858
3735,0.016,0.2397,0.4634,0.6871,0.9108,0.1345,0.3582,0.5819,0.8056,0.0293,0.253,0.4767,0.7004,0.9241,0.1478,0.3715,0.5952,0.8189,0.0426,0.2663,0.49,0.7137,0.9374,0.1611,0.3848,0.6085,0.8322,0.0559,0.2796,0.5033,0.727,0.9507,0.1744,0.3981,0.6218,0.8455,0.0692,0.2929,0.5166,0.7403,0.964,0.1877,0.4114
3736,0.9616,0.1053,0.249,0.3927,0.5364,0.6801,0.8238,0.9675,0.1112,0.2549,0.3986,0.5423,0.686,0.8297,0.9734,0.1171,0.2608,0.4045,0.5482,0.6919,0.8356,0.9793,0.123,0.2667,0.4104,0.5541,0.6978,0.8415,0.9852,0.1289,0.2726,0.4163,0.56,0.7037,0.8474,0.9911,0.1348,0.2785,0.4222,0.5659,0.7096,0.8533,0.997
3737,0.8672,0.9309,0.9946,0.0583,0.122,0.1857,0.2494,0.3131,0.3768,0.4405,0.5042,0.5679,0.6316,0.6953,0.759,0.8227,0.8864,0.9501,0.0138,0.0775,0.1412,0.2049,0.2686,0.3323,0.396,0.4597,0.5234,0.5871,0.6508,0.7145,0.7782,0.8419,0.9056,0.9693,0.033,0.0967,0.1604,0.2241,0.2878,0.3515,0.4152,0.4789,0.5426
3738,0.7328,0.7165,0.7002,0.6839,0.6676,0.6513,0.635,0.6187,0.6024,0.5861,0.5698,0.5535,0.5372,0.5209,0.5046,0.4883,0.472,0.4557,0.4394,0.4231,0.4068,0.3905,0.3742,0.3579,0.3416,0.3253,0.309,0.2927,0.2764,0.2601,0.2438,0.2275,0.2112,0.1949,0.1786,0.1623,0.146,0.1297,0.1134,0.0971,0.0808,0.0645,0.0482
3739,0.5584,0.4621,0.3658,0.2695,0.1732,0.0769,0.9806,0.8843,0.788,0.6917,0.5954,0.4991,0.4028,0.3065,0.2102,0.1139,0.0176,0.9213,0.825,0.7287,0.6324,0.5361,0.4398,0.3435,0.2472,0.1509,0.0546,0.9583,0.862,0.7657,0.6694,0.5731,0.4768,0.3805,0.2842,0.1879,0.0916,0.9953,0.899,0.8027,0.7064,0.6101,0.5138
3740,0.344,0.1677,0.9914,0.8151,0.6388,0.4625,0.2862,0.1099,0.9336,0.7573,0.581,0.4047,0.2284,0.0521,0.8758,0.6995,0.5232,0.3469,0.1706,0.9943,0.818,0.6417,0.4654,0.2891,0.1128,0.9365,0.7602,0.5839,0.4076,0.2313,0.055,0.8787,0.7024,0.5261,0.3498,0.1735,0.9972,0.8209,0.6446,0.4683,0.292,0.1157,0.9394
3741,0.0896,0.8333,0.577,0.3207,0.0644,0.8081,0.5518,0.2955,0.0392,0.7829,0.5266,0.2703,0.014,0.7577,0.5014,0.2451,0.9888,0.7325,0.4762,0.2199,0.9636,0.7073,0.451,0.1947,0.9384,0.6821,0.4258,0.1695,0.9132,0.6569,0.4006,0.1443,0.888,0.6317,0.3754,0.1191,0.8628,0.6065,0.3502,0.0939,0.8376,0.5813,0.325
3742,0.7952,0.4589,0.1226,0.7863,0.45,0.1137,0.7774,0.4411,0.1048,0.7685,0.4322,0.0959,0.7596,0.4233,0.087,0.7507,0.4144,0.0781,0.7418,0.4055,0.0692,0.7329,0.3966,0.0603,0.724,0.3877,0.0514,0.7151,0.3788,0.0425,0.7062,0.3699,0.0336,0.6973,0.361,0.0247,0.6884,0.3521,0.0158,0.6795,0.3432,0.0069,0.6706
3743,0.4608,0.0445,0.6282,0.2119,0.7956,0.3793,0.963,0.5467,0.1304,0.7141,0.2978,0.8815,0.4652,0.0489,0.6326,0.2163,0.8,0.3837,0.9674,0.5511,0.1348,0.7185,0.3022,0.8859,0.4696,0.0533,0.637,0.2207,0.8044,0.3881,0.9718,0.5555,0.1392,0.7229,0.3066,0.8903,0.474,0.0577,0.6414,0.2251,0.8088,0.3925,0.9762
3744,0.0864,0.5901,0.0938,0.5975,0.1012,0.6049,0.1086,0.6123,0.116,0.6197,0.1234,0.6271,0.1308,0.6345,0.1382,0.6419,0.1456,0.6493,0.153,0.6567,0.1604,0.6641,0.1678,0.6715,0.1752,0.6789,0.1826,0.6863,0.19,0.6937,0.1974,0.7011,0.2048,0.7085,0.2122,0.7159,0.2196,0.7233,0.227,0.7307,0.2344,0.7381,0.2418
3745,0.672,0.0957,0.5194,0.9431,0.3668,0.7905,0.2142,0.6379,0.0616,0.4853,0.909,0.3327,0.7564,0.1801,0.6038,0.0275,0.4512,0.8749,0.2986,0.7223,0.146,0.5697,0.9934,0.4171,0.8408,0.2645,0.6882,0.1119,0.5356,0.9593,0.383,0.8067,0.2304,0.6541,0.0778,0.5015,0.9252,0.3489,0.7726,0.1963,0.62,0.0437,0.4674
3746,0.2176,0.5613,0.905,0.2487,0.5924,0.9361,0.2798,0.6235,0.9672,0.3109,0.6546,0.9983,0.342,0.6857,0.0294,0.3731,0.7168,0.0605,0.4042,0.7479,0.0916,0.4353,0.779,0.1227,0.4664,0.8101,0.1538,0.4975,0.8412,0.1849,0.5286,0.8723,0.216,0.5597,0.9034,0.2471,0.5908,0.9345,0.2782,0.6219,0.9656,0.3093,0.653
3747,0.7232,0.9869,0.2506,0.5143,0.778,0.0417,0.3054,0.5691,0.8328,0.0965,0.3602,0.6239,0.8876,0.1513,0.415,0.6787,0.9424,0.2061,0.4698,0.7335,0.9972,0.2609,0.5246,0.7883,0.052,0.3157,0.5794,0.8431,0.1068,0.3705,0.6342,0.8979,0.1616,0.4253,0.689,0.9527,0.2164,0.4801,0.7438,0.0075,0.2712,0.5349,0.7986
3748,0.1888,0.3725,0.5562,0.7399,0.9236,0.1073,0.291,0.4747,0.6584,0.8421,0.0258,0.2095,0.3932,0.5769,0.7606,0.9443,0.128,0.3117,0.4954,0.6791,0.8628,0.0465,0.2302,0.4139,0.5976,0.7813,0.965,0.1487,0.3324,0.5161,0.6998,0.8835,0.0672,0.2509,0.4346,0.6183,0.802,0.9857,0.1694,0.3531,0.5368,0.7205,0.9042
3749,0.6144,0.7181,0.8218,0.9255,0.0292,0.1329,0.2366,0.3403,0.444,0.5477,0.6514,0.7551,0.8588,0.9625,0.0662,0.1699,0.2736,0.3773,0.481,0.5847,0.6884,0.7921,0.8958,0.9995,0.1032,0.2069,0.3106,0.4143,0.518,0.6217,0.7254,0.8291,0.9328,0.0365,0.1402,0.2439,0.3476,0.4513,0.555,0.6587,0.7624,0.8661,0.9698
3750,0.0,0.0237,0.0474,0.0711,0.0948,0.1185,0.1422,0.1659,0.1896,0.2133,0.237,0.2607,0.2844,0.3081,0.3318,0.3555,0.3792,0.4029,0.4266,0.4503,0.474,0.4977,0.5214,0.5451,0.5688,0.5925,0.6162,0.6399,0.6636,0.6873,0.711,0.7347,0.7584,0.7821,0.8058,0.8295,0.8532,0.8769,0.9006,0.9243,0.948,0.9717,0.9954
3751,0.3456,0.2893,0.233,0.1767,0.1204,0.0641,0.0078,0.9515,0.8952,0.8389,0.7826,0.7263,0.67,0.6137,0.5574,0.5011,0.4448,0.3885,0.3322,0.2759,0.2196,0.1633,0.107,0.0507,0.9944,0.9381,0.8818,0.8255,0.7692,0.7129,0.6566,0.6003,0.544,0.4877,0.4314,0.3751,0.3188,0.2625,0.2062,0.1499,0.0936,0.0373,0.981
3752,0.6512,0.5149,0.3786,0.2423,0.106,0.9697,0.8334,0.6971,0.5608,0.4245,0.2882,0.1519,0.0156,0.8793,0.743,0.6067,0.4704,0.3341,0.1978,0.0615,0.9252,0.7889,0.6526,0.5163,0.38,0.2437,0.1074,0.9711,0.8348,0.6985,0.5622,0.4259,0.2896,0.1533,0.017,0.8807,0.7444,0.6081,0.4718,0.3355,0.1992,0.0629,0.9266
3753,0.9168,0.7005,0.4842,0.2679,0.0516,0.8353,0.619,0.4027,0.1864,0.9701,0.7538,0.5375,0.3212,0.1049,0.8886,0.6723,0.456,0.2397,0.0234,0.8071,0.5908,0.3745,0.1582,0.9419,0.7256,0.5093,0.293,0.0767,0.8604,0.6441,0.4278,0.2115,0.9952,0.7789,0.5626,0.3463,0.13,0.9137,0.6974,0.4811,0.2648,0.0485,0.8322
3754,0.1424,0.8461,0.5498,0.2535,0.9572,0.6609,0.3646,0.0683,0.772,0.4757,0.1794,0.8831,0.5868,0.2905,0.9942,0.6979,0.4016,0.1053,0.809,0.5127,0.2164,0.9201,0.6238,0.3275,0.0312,0.7349,0.4386,0.1423,0.846,0.5497,0.2534,0.9571,0.6608,0.3645,0.0682,0.7719,0.4756,0.1793,0.883,0.5867,0.2904,0.9941,0.6978
3755,0.328,0.9517,0.5754,0.1991,0.8228,0.4465,0.0702,0.6939,0.3176,0.9413,0.565,0.1887,0.8124,0.4361,0.0598,0.6835,0.3072,0.9309,0.5546,0.1783,0.802,0.4257,0.0494,0.6731,0.2968,0.9205,0.5442,0.1679,0.7916,0.4153,0.039,0.6627,0.2864,0.9101,0.5338,0.1575,0.7812,0.4049,0.0286,0.6523,0.276,0.8997,0.5234
3756,0.4736,0.0173,0.561,0.1047,0.6484,0.1921,0.7358,0.2795,0.8232,0.3669,0.9106,0.4543,0.998,0.5417,0.0854,0.6291,0.1728,0.7165,0.2602,0.8039,0.3476,0.8913,0.435,0.9787,0.5224,0.0661,0.6098,0.1535,0.6972,0.2409,0.7846,0.3283,0.872,0.4157,0.9594,0.5031,0.0468,0.5905,0.1342,0.6779,0.2216,0.7653,0.309
3757,0.5792,0.0429,0.5066,0.9703,0.434,0.8977,0.3614,0.8251,0.2888,0.7525,0.2162,0.6799,0.1436,0.6073,0.071,0.5347,0.9984,0.4621,0.9258,0.3895,0.8532,0.3169,0.7806,0.2443,0.708,0.1717,0.6354,0.0991,0.5628,0.0265,0.4902,0.9539,0.4176,0.8813,0.345,0.8087,0.2724,0.7361,0.1998,0.6635,0.1272,0.5909,0.0546
3758,0.6448,0.0285,0.4122,0.7959,0.1796,0.5633,0.947,0.3307,0.7144,0.0981,0.4818,0.8655,0.2492,0.6329,0.0166,0.4003,0.784,0.1677,0.5514,0.9351,0.3188,0.7025,0.0862,0.4699,0.8536,0.2373,0.621,0.0047,0.3884,0.7721,0.1558,0.5395,0.9232,0.3069,0.6906,0.0743,0.458,0.8417,0.2254,0.6091,0.9928,0.3765,0.7602
3759,0.6704,0.9741,0.2778,0.5815,0.8852,0.1889,0.4926,0.7963,0.1,0.4037,0.7074,0.0111,0.3148,0.6185,0.9222,0.2259,0.5296,0.8333,0.137,0.4407,0.7444,0.0481,0.3518,0.6555,0.9592,0.2629,0.5666,0.8703,0.174,0.4777,0.7814,0.0851,0.3888,0.6925,0.9962,0.2999,0.6036,0.9073,0.211,0.5147,0.8184,0.1221,0.4258
3760,0.656,0.8797,0.1034,0.3271,0.5508,0.7745,0.9982,0.2219,0.4456,0.6693,0.893,0.1167,0.3404,0.5641,0.7878,0.0115,0.2352,0.4589,0.6826,0.9063,0.13,0.3537,0.5774,0.8011,0.0248,0.2485,0.4722,0.6959,0.9196,0.1433,0.367,0.5907,0.8144,0.0381,0.2618,0.4855,0.7092,0.9329,0.1566,0.3803,0.604,0.8277,0.0514
3761,0.6016,0.7453,0.889,0.0327,0.1764,0.3201,0.4638,0.6075,0.7512,0.8949,0.0386,0.1823,0.326,0.4697,0.6134,0.7571,0.9008,0.0445,0.1882,0.3319,0.4756,0.6193,0.763,0.9067,0.0504,0.1941,0.3378,0.4815,0.6252,0.7689,0.9126,0.0563,0.2,0.3437,0.4874,0.6311,0.7748,0.9185,0.0622,0.2059,0.3496,0.4933,0.637
3762,0.5072,0.5709,0.6346,0.6983,0.762,0.8257,0.8894,0.9531,0.0168,0.0805,0.1442,0.2079,0.2716,0.3353,0.399,0.4627,0.5264,0.5901,0.6538,0.7175,0.7812,0.8449,0.9086,0.9723,0.036,0.0997,0.1634,0.2271,0.2908,0.3545,0.4182,0.4819,0.5456,0.6093,0.673,0.7367,0.8004,0.8641,0.9278,0.9915,0.0552,0.1189,0.1826
3763,0.3728,0.3565,0.3402,0.3239,0.3076,0.2913,0.275,0.2587,0.2424,0.2261,0.2098,0.1935,0.1772,0.1609,0.1446,0.1283,0.112,0.0957,0.0794,0.0631,0.0468,0.0305,0.0142,0.9979,0.9816,0.9653,0.949,0.9327,0.9164,0.9001,0.8838,0.8675,0.8512,0.8349,0.8186,0.8023,0.786,0.7697,0.7534,0.7371,0.7208,0.7045,0.6882
